,Source,Target
334,28,32
335,82,67
336,82,56
337,82,80
338,62,10
339,62,63
340,62,51
341,62,37
342,62,5
343,62,1
344,62,23
345,62,33
346,7,14
347,7,49
348,7,26
349,7,73
350,7,79
351,7,4
352,7,81
353,7,52
354,7,44
355,7,53
356,86,18
357,86,50
358,86,22
359,86,21
360,86,24
361,86,72
362,1,58
363,1,34
364,1,10
365,1,63
366,1,51
367,1,37
368,1,26
369,1,11
370,1,5
371,1,47
372,1,42
373,1,17
374,1,38
375,1,62
376,1,20
377,1,23
378,1,43
379,1,33
380,40,75
381,40,65
382,40,16
383,40,85
384,4,14
385,4,49
386,4,26
387,4,73
388,4,79
389,4,7
390,4,81
391,4,52
392,4,44
393,4,53
394,24,18
395,24,50
396,24,22
397,24,21
398,24,86
399,24,72
400,20,58
401,20,26
402,20,47
403,20,17
404,20,38
405,20,1
406,41,15
407,41,8
408,41,36
409,85,71
410,85,75
411,85,59
412,85,65
413,85,66
414,85,16
415,85,40
416,81,14
417,81,49
418,81,26
419,81,73
420,81,79
421,81,7
422,81,4
423,81,52
424,81,44
425,81,53
426,23,10
427,23,63
428,23,51
429,23,37
430,23,5
431,23,62
432,23,1
433,23,33
434,27,61
435,27,25
436,27,76
437,27,57
438,27,54
439,27,28
440,27,48
441,27,32
442,52,14
443,52,49
444,52,26
445,52,73
446,52,79
447,52,7
448,52,4
449,52,81
450,52,44
451,52,53
452,60,70
453,9,2
454,9,55
455,43,1
456,48,61
457,48,25
458,48,76
459,48,57
460,48,54
461,48,28
462,48,27
463,48,32
464,29,83
465,29,10
466,29,78
467,29,77
468,29,6
469,29,45
470,29,69
471,33,10
472,33,63
473,33,51
474,33,37
475,33,5
476,33,62
477,33,1
478,33,23
479,44,14
480,44,49
481,44,26
482,44,73
483,44,79
484,44,7
485,44,4
486,44,81
487,44,52
488,44,53
489,32,61
490,32,25
491,32,76
492,32,57
493,32,54
494,32,28
495,32,27
496,32,48
497,53,14
498,53,49
499,53,26
500,53,73
501,53,79
502,53,7
503,53,4
504,53,81
505,53,52
506,53,44
507,72,18
508,72,50
509,72,22
510,72,21
511,72,86
512,72,24
513,13,12
